ring_no,scheme,species_name,age,visit_date,capture_time,location_name,gridRef,wing_length,weight,time_w
2544596,GBT,Storm Petrel,4,30/08/2000,02:20,"NBE (Twinyess, North Ronaldsay)",HY7452,124,23.7,02:20
2544528,GBT,Storm Petrel,4,21/08/2000,23:20,"NBE (Twinyess, North Ronaldsay)",HY7452,122,22.5,23:20
2544527,GBT,Storm Petrel,4,21/08/2000,23:20,"NBE (Twinyess, North Ronaldsay)",HY7452,120,25.4,23:20
2544581,GBT,Storm Petrel,4,30/08/2000,00:40,"NBE (Twinyess, North Ronaldsay)",HY7452,118,25.7,00:40
2544561,GBT,Storm Petrel,4,29/08/2000,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,123,26,01:10
2544563,GBT,Storm Petrel,4,29/08/2000,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,122,25.9,01:10
2544565,GBT,Storm Petrel,4,29/08/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,118,26.4,01:30
2537400,GBT,Storm Petrel,4,21/08/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.9,01:00
2544501,GBT,Storm Petrel,4,21/08/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,125,24.4,01:00
2544558,GBT,Storm Petrel,4,29/08/2000,00:30,"NBE (Twinyess, North Ronaldsay)",HY7452,123,24.4,00:30
2544559,GBT,Storm Petrel,4,29/08/2000,00:30,"NBE (Twinyess, North Ronaldsay)",HY7452,120,24.1,00:30
2537016,GBT,Storm Petrel,4,27/07/2000,11:40,"NBE (Twinyess, North Ronaldsay)",HY7452,123,23.4,11:40
2537017,GBT,Storm Petrel,4,27/07/2000,11:40,"NBE (Twinyess, North Ronaldsay)",HY7452,124,24.7,11:40
2537039,GBT,Storm Petrel,4,28/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,122,25.1,01:30
2537040,GBT,Storm Petrel,4,28/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,119,24.7,01:30
2537041,GBT,Storm Petrel,4,28/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.2,01:30
2537022,GBT,Storm Petrel,4,28/07/2000,00:10,"NBE (Twinyess, North Ronaldsay)",HY7452,123,23.8,00:10
2537025,GBT,Storm Petrel,4,28/07/2000,00:30,"NBE (Twinyess, North Ronaldsay)",HY7452,123,24.3,00:30
2537050,GBT,Storm Petrel,4,28/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.6,02:00
2537056,GBT,Storm Petrel,4,28/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,118,23,02:00
2537058,GBT,Storm Petrel,4,28/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.9,02:00
2537059,GBT,Storm Petrel,4,28/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,120,25.1,02:00
2537061,GBT,Storm Petrel,4,28/07/2000,02:30,"NBE (Twinyess, North Ronaldsay)",HY7452,126,23.6,02:30
2537042,GBT,Storm Petrel,4,28/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,122,26,01:30
2537043,GBT,Storm Petrel,4,28/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,125,24,01:30
2537045,GBT,Storm Petrel,4,28/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,120,24.9,01:30
2537069,GBT,Storm Petrel,4,28/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,122,27.2,02:40
2537126,GBT,Storm Petrel,4,30/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,119,20.3,01:30
2537052,GBT,Storm Petrel,4,28/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,122,28.6,02:00
2537132,GBT,Storm Petrel,4,30/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,115,24.1,01:40
2544566,GBT,Storm Petrel,4,29/08/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,120,26.2,01:30
2544567,GBT,Storm Petrel,4,29/08/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,117,26,01:30
2544570,GBT,Storm Petrel,4,29/08/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,124,26.5,02:00
2544584,GBT,Storm Petrel,4,30/08/2000,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,119,25.1,01:10
2544585,GBT,Storm Petrel,4,30/08/2000,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,120,22.6,01:10
2544571,GBT,Storm Petrel,4,29/08/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,123,27.5,02:00
2544572,GBT,Storm Petrel,4,29/08/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,125,26.4,02:00
2544573,GBT,Storm Petrel,4,29/08/2000,02:30,"NBE (Twinyess, North Ronaldsay)",HY7452,122,24.8,02:30
2544529,GBT,Storm Petrel,4,21/08/2000,23:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,24.2,23:40
2544518,GBT,Storm Petrel,4,21/08/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,25.2,02:40
2544519,GBT,Storm Petrel,4,21/08/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,126,26.5,02:40
2544520,GBT,Storm Petrel,4,21/08/2000,03:00,"NBE (Twinyess, North Ronaldsay)",HY7452,125,27,03:00
2544522,GBT,Storm Petrel,4,21/08/2000,23:00,"NBE (Twinyess, North Ronaldsay)",HY7452,117,23.1,23:00
2544523,GBT,Storm Petrel,4,21/08/2000,23:00,"NBE (Twinyess, North Ronaldsay)",HY7452,119,21.8,23:00
2544524,GBT,Storm Petrel,4,21/08/2000,23:20,"NBE (Twinyess, North Ronaldsay)",HY7452,121,23.9,23:20
2544589,GBT,Storm Petrel,4,30/08/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,118,22.1,02:10
2544590,GBT,Storm Petrel,4,30/08/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,122,28.4,02:10
2544591,GBT,Storm Petrel,4,30/08/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,123,24.7,02:10
2544599,GBT,Storm Petrel,4,30/08/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.9,02:40
2537261,GBT,Storm Petrel,4,31/07/2000,00:00,"NBE (Twinyess, North Ronaldsay)",HY7452,124,23.3,00:00
2537272,GBT,Storm Petrel,4,04/08/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,121,25.4,01:00
2537274,GBT,Storm Petrel,4,04/08/2000,01:20,"NBE (Twinyess, North Ronaldsay)",HY7452,128,26.4,01:20
2537275,GBT,Storm Petrel,4,04/08/2000,01:20,"NBE (Twinyess, North Ronaldsay)",HY7452,125,28.1,01:20
2537289,GBT,Storm Petrel,4,04/08/2000,01:50,"NBE (Twinyess, North Ronaldsay)",HY7452,124,25.7,01:50
2537267,GBT,Storm Petrel,4,04/08/2000,00:50,"NBE (Twinyess, North Ronaldsay)",HY7452,122,24.1,00:50
2537252,GBT,Storm Petrel,4,31/07/2000,00:00,"NBE (Twinyess, North Ronaldsay)",HY7452,123,23.8,00:00
2537263,GBT,Storm Petrel,4,31/07/2000,00:00,"NBE (Twinyess, North Ronaldsay)",HY7452,118,26.9,00:00
2537264,GBT,Storm Petrel,4,31/07/2000,00:00,"NBE (Twinyess, North Ronaldsay)",HY7452,117,22.4,00:00
2537121,GBT,Storm Petrel,4,30/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,120,24,01:00
2537122,GBT,Storm Petrel,4,30/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,120,24,01:30
2537012,GBT,Storm Petrel,4,26/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.9,01:30
2537006,GBT,Storm Petrel,4,26/07/2000,00:30,"NBE (Twinyess, North Ronaldsay)",HY7452,122,26,00:30
2537007,GBT,Storm Petrel,4,26/07/2000,00:50,"NBE (Twinyess, North Ronaldsay)",HY7452,120,26.7,00:50
2537008,GBT,Storm Petrel,4,26/07/2000,00:50,"NBE (Twinyess, North Ronaldsay)",HY7452,127,26.4,00:50
2537009,GBT,Storm Petrel,4,26/07/2000,00:50,"NBE (Twinyess, North Ronaldsay)",HY7452,120,26.7,00:50
2537010,GBT,Storm Petrel,4,26/07/2000,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,122,23.2,01:10
2537076,GBT,Storm Petrel,4,28/07/2000,03:10,"NBE (Twinyess, North Ronaldsay)",HY7452,124,26,03:10
2537114,GBT,Storm Petrel,4,30/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,123,25,01:00
2537117,GBT,Storm Petrel,4,30/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,120,23.2,01:00
2537119,GBT,Storm Petrel,4,30/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,121,22.5,01:00
2537125,GBT,Storm Petrel,4,30/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,124,22.4,01:30
2537070,GBT,Storm Petrel,4,28/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,124,24,02:40
2537080,GBT,Storm Petrel,4,29/07/2000,00:40,"NBE (Twinyess, North Ronaldsay)",HY7452,124,23.8,00:40
2537083,GBT,Storm Petrel,4,29/07/2000,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24,01:10
2537136,GBT,Storm Petrel,4,30/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,121,25.8,01:40
2537137,GBT,Storm Petrel,4,30/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,126,23.9,01:40
2537156,GBT,Storm Petrel,4,30/07/2000,02:30,"NBE (Twinyess, North Ronaldsay)",HY7452,115,22,02:30
2537157,GBT,Storm Petrel,4,30/07/2000,02:30,"NBE (Twinyess, North Ronaldsay)",HY7452,119,21.1,02:30
2537161,GBT,Storm Petrel,4,30/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,123,26,02:40
2537128,GBT,Storm Petrel,4,30/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,122,24.9,01:40
2537176,GBT,Storm Petrel,4,31/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,113,24.2,01:30
2537177,GBT,Storm Petrel,4,31/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,121,23,01:30
2537147,GBT,Storm Petrel,4,30/07/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,116,22.6,02:10
2537148,GBT,Storm Petrel,4,30/07/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,119,24.9,02:10
2537152,GBT,Storm Petrel,4,30/07/2000,02:30,"NBE (Twinyess, North Ronaldsay)",HY7452,119,22.1,02:30
2537220,GBT,Storm Petrel,4,31/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,118,23.6,02:40
2537222,GBT,Storm Petrel,4,31/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,123,22.4,02:40
2500912,GBT,Storm Petrel,4,22/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,126,24.6,01:00
2500917,GBT,Storm Petrel,4,22/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,122,23.6,01:00
2500918,GBT,Storm Petrel,4,22/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,122,22,01:00
2500908,GBT,Storm Petrel,4,22/07/2000,00:20,"NBE (Twinyess, North Ronaldsay)",HY7452,115,24.8,00:20
2500974,GBT,Storm Petrel,4,22/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,124,26,02:40
2500975,GBT,Storm Petrel,4,22/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,122,25,02:40
2500976,GBT,Storm Petrel,4,22/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,23.4,02:40
2500978,GBT,Storm Petrel,4,22/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,122,25.4,02:40
2500979,GBT,Storm Petrel,4,22/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,123,24.2,02:40
2500963,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,122,24.7,02:00
2500964,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,127,25,02:00
2537280,GBT,Storm Petrel,4,04/08/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,122,23.2,01:30
2537284,GBT,Storm Petrel,4,04/08/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,126,23.6,01:40
2537283,GBT,Storm Petrel,4,04/08/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,121,23.6,01:40
2537281,GBT,Storm Petrel,4,04/08/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,123,24.8,01:30
2537279,GBT,Storm Petrel,4,04/08/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,125,23,01:30
2537287,GBT,Storm Petrel,4,04/08/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,121,23.5,01:40
2544540,GBT,Storm Petrel,4,25/08/2000,23:40,"NBE (Twinyess, North Ronaldsay)",HY7452,121,25.2,23:40
2537304,GBT,Storm Petrel,4,08/08/2000,00:20,"NBE (Twinyess, North Ronaldsay)",HY7452,123,24.5,00:20
2537305,GBT,Storm Petrel,4,08/08/2000,00:40,"NBE (Twinyess, North Ronaldsay)",HY7452,122,20.9,00:40
2537306,GBT,Storm Petrel,4,08/08/2000,00:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,24.6,00:40
2537303,GBT,Storm Petrel,4,08/08/2000,00:20,"NBE (Twinyess, North Ronaldsay)",HY7452,120,24,00:20
2544533,GBT,Storm Petrel,4,21/08/2000,23:40,"NBE (Twinyess, North Ronaldsay)",HY7452,126,26,23:40
2544534,GBT,Storm Petrel,4,21/08/2000,23:50,"NBE (Twinyess, North Ronaldsay)",HY7452,121,23,23:50
2537162,GBT,Storm Petrel,4,30/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,31.6,02:40
2537185,GBT,Storm Petrel,4,31/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.9,01:30
2537138,GBT,Storm Petrel,4,30/07/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,123,21.2,02:10
2537154,GBT,Storm Petrel,4,30/07/2000,02:30,"NBE (Twinyess, North Ronaldsay)",HY7452,119,22.1,02:30
2537163,GBT,Storm Petrel,4,30/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,124,26,02:40
2537164,GBT,Storm Petrel,4,30/07/2000,02:40,"NBE (Twinyess, North Ronaldsay)",HY7452,124,25.5,02:40
2537182,GBT,Storm Petrel,4,31/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.4,01:30
2537183,GBT,Storm Petrel,4,31/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.1,01:30
2537140,GBT,Storm Petrel,4,30/07/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,120,28.6,02:10
2537141,GBT,Storm Petrel,4,30/07/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,120,22.8,02:10
2537144,GBT,Storm Petrel,4,30/07/2000,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,119,23.3,02:10
2537187,GBT,Storm Petrel,4,31/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,120,23.6,01:30
2500966,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,120,26.1,02:00
2500969,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,124,26.2,02:00
2500970,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,117,26,02:00
2500971,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,122,29.4,02:00
2500952,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,121,26.9,02:00
2500953,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,125,26.6,02:00
2500955,GBT,Storm Petrel,4,22/07/2000,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,118,23.1,02:00
2544538,GBT,Storm Petrel,4,22/08/2000,00:10,"NBE (Twinyess, North Ronaldsay)",HY7452,125,25.7,00:10
2537317,GBT,Storm Petrel,4,08/08/2000,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,120,22.5,01:10
2537307,GBT,Storm Petrel,4,08/08/2000,00:40,"NBE (Twinyess, North Ronaldsay)",HY7452,122,22,00:40
2537309,GBT,Storm Petrel,4,08/08/2000,00:40,"NBE (Twinyess, North Ronaldsay)",HY7452,123,26,00:40
2537310,GBT,Storm Petrel,4,08/08/2000,00:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,24.8,00:40
2537311,GBT,Storm Petrel,4,08/08/2000,00:40,"NBE (Twinyess, North Ronaldsay)",HY7452,127,27.6,00:40
2537312,GBT,Storm Petrel,4,08/08/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,118,22.6,01:00
2537314,GBT,Storm Petrel,4,08/08/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,122,22.8,01:00
2500935,GBT,Storm Petrel,4,22/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,120,25.2,01:30
2500937,GBT,Storm Petrel,4,22/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,125,25,01:30
2500923,GBT,Storm Petrel,4,22/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,123,28.5,01:00
2500925,GBT,Storm Petrel,4,22/07/2000,01:00,"NBE (Twinyess, North Ronaldsay)",HY7452,126,24.3,01:00
2500938,GBT,Storm Petrel,4,22/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,123,23.7,01:30
2500940,GBT,Storm Petrel,4,22/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,128,25.1,01:30
2500941,GBT,Storm Petrel,4,22/07/2000,01:30,"NBE (Twinyess, North Ronaldsay)",HY7452,119,28,01:30
2500942,GBT,Storm Petrel,4,22/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,119,22,01:40
2500943,GBT,Storm Petrel,4,22/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,123,24.5,01:40
2500944,GBT,Storm Petrel,4,22/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,120,25.7,01:40
2500948,GBT,Storm Petrel,4,22/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,121,25.6,01:40
2500949,GBT,Storm Petrel,4,22/07/2000,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,118,23.9,01:40
2537360,GBT,Storm Petrel,4,20/08/2000,23:10,"NBE (Twinyess, North Ronaldsay)",HY7452,125,23.7,23:10
2537331,GBT,Storm Petrel,4,13/08/2000,00:10,"NBE (Twinyess, North Ronaldsay)",HY7452,118,27.3,00:10
2537332,GBT,Storm Petrel,4,13/08/2000,00:30,"NBE (Twinyess, North Ronaldsay)",HY7452,119,26,00:30
2537004,GBT,Storm Petrel,4,26/07/2000,00:20,"NBE (Twinyess, North Ronaldsay)",HY7452,121,23,00:20
2488677,GBT,Storm Petrel,4,28/07/1999,02:00,"NBE (Twinyess, North Ronaldsay)",HY7452,119,25,02:00
2488678,GBT,Storm Petrel,4,28/07/1999,02:20,"NBE (Twinyess, North Ronaldsay)",HY7452,122,23,02:20
2488679,GBT,Storm Petrel,4,28/07/1999,02:20,"NBE (Twinyess, North Ronaldsay)",HY7452,118,25.1,02:20
2488681,GBT,Storm Petrel,4,28/07/1999,02:20,"NBE (Twinyess, North Ronaldsay)",HY7452,120,25.6,02:20
2488682,GBT,Storm Petrel,4,28/07/1999,02:20,"NBE (Twinyess, North Ronaldsay)",HY7452,124,26.2,02:20
2488657,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,27.5,01:40
2488660,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,119,25,01:40
2488673,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,24.7,01:40
2488674,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,119,25.5,01:40
2488667,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,124,24.7,01:40
2488668,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,112,23.5,01:40
2488669,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,126,23,01:40
2488670,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,120,23.5,01:40
2500559,GBT,Storm Petrel,4,20/07/1999,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,126,24.8,01:10
2500561,GBT,Storm Petrel,4,20/07/1999,01:10,"NBE (Twinyess, North Ronaldsay)",HY7452,123,25.6,01:10
2500565,GBT,Storm Petrel,4,20/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,125,25.8,01:40
2500567,GBT,Storm Petrel,4,20/07/1999,02:10,"NBE (Twinyess, North Ronaldsay)",HY7452,122,26.5,02:10
2488792,GBT,Storm Petrel,4,11/08/1999,03:00,"NBE (Twinyess, North Ronaldsay)",HY7452,127,27.8,03:00
2488651,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,120,25,01:40
2488653,GBT,Storm Petrel,4,28/07/1999,01:40,"NBE (Twinyess, North Ronaldsay)",HY7452,124,25.5,01:40
2488785,GBT,Storm Petrel,4,11/08/1999,00:10,"NBE (Twinyess, North Ronaldsay)",HY7452,121,24.4,00:10
2488788,GBT,Storm Petrel,4,11/08/1999,00:50,"NBE (Twinyess, North Ronaldsay)",HY7452,125,26.3,00:50
2488789,GBT,Storm Petrel,4,11/08/1999,00:50,"NBE (Twinyess, North Ronaldsay)",HY7452,120,25.5,00:50
2500638,GBT,Storm Petrel,4,11/08/1999,23:20,"NMM (Bewan, North Ronaldsay)",HY7855,124,26.3,23:20
2500619,GBT,Storm Petrel,4,11/08/1999,01:40,"NMM (Bewan, North Ronaldsay)",HY7855,126,25.2,01:40
2500622,GBT,Storm Petrel,4,11/08/1999,01:40,"NMM (Bewan, North Ronaldsay)",HY7855,121,23.6,01:40
2500601,GBT,Storm Petrel,4,10/08/1999,23:40,"NMM (Bewan, North Ronaldsay)",HY7855,122,26,23:40
2500604,GBT,Storm Petrel,4,11/08/1999,00:00,"NMM (Bewan, North Ronaldsay)",HY7855,126,27.2,00:00
2500631,GBT,Storm Petrel,4,11/08/1999,02:10,"NMM (Bewan, North Ronaldsay)",HY7855,124,23.5,02:10
2500640,GBT,Storm Petrel,4,11/08/1999,23:20,"NMM (Bewan, North Ronaldsay)",HY7855,126,28.1,23:20
2500643,GBT,Storm Petrel,4,11/08/1999,23:30,"NMM (Bewan, North Ronaldsay)",HY7855,125,26.6,23:30
2500647,GBT,Storm Petrel,4,11/08/1999,23:50,"NMM (Bewan, North Ronaldsay)",HY7855,131,25.5,23:50
2500648,GBT,Storm Petrel,4,11/08/1999,23:30,"NMM (Bewan, North Ronaldsay)",HY7855,119,24.6,23:30
2500649,GBT,Storm Petrel,4,12/08/1999,00:00,"NMM (Bewan, North Ronaldsay)",HY7855,129,25.5,00:00
2500650,GBT,Storm Petrel,4,12/08/1999,00:00,"NMM (Bewan, North Ronaldsay)",HY7855,123,30.1,00:00
2488793,GBT,Storm Petrel,4,15/08/1999,01:50,"NMM (Bewan, North Ronaldsay)",HY7855,126,28.9,01:50
2488796,GBT,Storm Petrel,4,15/08/1999,01:00,"NMM (Bewan, North Ronaldsay)",HY7855,125,26.3,01:00
2488800,GBT,Storm Petrel,4,15/08/1999,01:00,"NMM (Bewan, North Ronaldsay)",HY7855,127,24.6,01:00
2500632,GBT,Storm Petrel,4,11/08/1999,02:30,"NMM (Bewan, North Ronaldsay)",HY7855,120,25.9,02:30
2500636,GBT,Storm Petrel,4,11/08/1999,23:10,"NMM (Bewan, North Ronaldsay)",HY7855,127,24,23:10
2500637,GBT,Storm Petrel,4,11/08/1999,23:10,"NMM (Bewan, North Ronaldsay)",HY7855,122,24,23:10
2488952,GBT,Storm Petrel,4,14/08/1999,01:40,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,125,26,01:40
2488953,GBT,Storm Petrel,4,14/08/1999,01:40,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,124,29.3,01:40
2500748,GBT,Storm Petrel,4,13/08/1999,23:10,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,122,25,23:10
2500749,GBT,Storm Petrel,4,13/08/1999,23:10,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,121,22.9,23:10
2500750,GBT,Storm Petrel,4,13/08/1999,23:10,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,125,26,23:10
2500726,GBT,Storm Petrel,4,13/08/1999,22:40,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,126,26.2,22:40
2500730,GBT,Storm Petrel,4,13/08/1999,22:40,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,121,24.6,22:40
2500731,GBT,Storm Petrel,4,13/08/1999,22:40,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,124,27.5,22:40
2500732,GBT,Storm Petrel,4,13/08/1999,22:40,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,124,25.5,22:40
2500734,GBT,Storm Petrel,4,13/08/1999,22:40,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,122,28.4,22:40
2500735,GBT,Storm Petrel,4,13/08/1999,22:40,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,117,25.3,22:40
2500741,GBT,Storm Petrel,4,13/08/1999,23:00,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,124,23.8,23:00
2500744,GBT,Storm Petrel,4,13/08/1999,23:00,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,124,23.2,23:00
2500745,GBT,Storm Petrel,4,13/08/1999,23:00,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,127,26.2,23:00
2488861,GBT,Storm Petrel,4,14/08/1999,22:40,"NMM (Bewan, North Ronaldsay)",HY7855,123,24.2,22:40
2488859,GBT,Storm Petrel,4,14/08/1999,22:30,"NMM (Bewan, North Ronaldsay)",HY7855,125,25.8,22:30
2488874,GBT,Storm Petrel,4,14/08/1999,23:20,"NMM (Bewan, North Ronaldsay)",HY7855,122,25.3,23:20
2488878,GBT,Storm Petrel,4,14/08/1999,23:20,"NMM (Bewan, North Ronaldsay)",HY7855,124,26.7,23:20
2500746,GBT,Storm Petrel,4,13/08/1999,23:00,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,123,26.6,23:00
2500785,GBT,Storm Petrel,4,14/08/1999,00:10,"NNO (Trolla Vatn, North Ronaldsay)",HY7856,122,26.7,00:10
